name	first_year	episode_name	season	episode_number	star_1	star_2	star_3	star_4	star_5	star_6	star_7	star_8	star_9	star_10
Detroit 1_8_7 2010	2010	Lost Child_Murder 101	1	6	0	0	2	2	2	0	6	10	2	14
Detroit 1_8_7 2010	2010	Motor City Blues	1	17	0	0	1	0	0	1	4	4	4	14
Detroit 1_8_7 2010	2010	Murder in GreekTown_High School Confidential	1	5	0	0	1	0	1	5	8	5	1	8
Detroit 1_8_7 2010	2010	Nobody_s Home_Unknown Soldier	1	3	0	0	2	0	2	2	7	12	7	12
Detroit 1_8_7 2010	2010	Pharmacy Double_Bullet Train	1	1	3	0	3	3	3	9	9	22	9	9
Detroit 1_8_7 2010	2010	Road to Nowhere	1	13	1	0	1	0	1	1	1	8	1	14
Detroit 1_8_7 2010	2010	Royal Bubbles_Needle Drop	1	4	0	0	2	0	2	2	11	6	2	15
Detroit 1_8_7 2010	2010	Shelter	1	10	0	0	1	0	1	1	6	6	1	11
Detroit 1_8_7 2010	2010	Stone Cold	1	16	1	0	1	0	0	1	4	4	1	13
Die Gipfelzipfler 2010	2010	Falsche Stimme	1	1	0	0	0	3	0	0	0	0	0	0
Dino Dan 2010	2010	The Chicken or the Dino_Bones in the Backyard	1	1	0	0	0	0	0	0	0	0	0	3
Dino Dan 2010	2010	There_s a Compsognathus Under My Bed_Art for Pterosaur_s Sake	1	3	0	0	0	0	3	0	0	0	0	3
Done in 60 Seconds_ With Clay_ 2010	2010	Eraserhead	1	3	0	0	0	0	0	3	0	1	0	0
Done in 60 Seconds_ With Clay_ 2010	2010	Evil Dead	1	1	0	0	0	0	0	0	0	0	0	5
Done in 60 Seconds_ With Clay_ 2010	2010	Texas Chainsaw Massacre	1	5	0	0	0	0	0	0	0	2	0	0
Done in 60 Seconds_ With Clay_ 2010	2010	The Exorcist	1	2	0	0	0	0	1	1	1	1	1	0
Downton Abbey 2010	2010	Unnamed	1	1	31	31	31	31	31	31	95	222	159	159
Downton Abbey 2010	2010	Unnamed	1	2	23	23	23	23	23	23	71	167	119	119
Downton Abbey 2010	2010	Unnamed	1	3	25	0	25	25	25	25	25	178	127	127
Downton Abbey 2010	2010	Unnamed	1	4	23	0	23	23	23	23	69	161	69	115
Downton Abbey 2010	2010	Unnamed	1	5	21	0	21	21	21	21	21	153	109	109
Downton Abbey 2010	2010	Unnamed	1	6	22	0	22	22	22	22	22	155	111	111
Downton Abbey 2010	2010	Unnamed	1	7	22	0	22	22	22	22	22	68	160	160
Downton Abbey 2010	2010	Unnamed	2	1	22	0	22	22	22	22	22	113	159	159
Downton Abbey 2010	2010	Unnamed	2	2	15	15	15	15	15	15	47	111	79	79
Downton Abbey 2010	2010	Unnamed	2	3	16	16	16	16	16	16	48	113	48	80
Downton Abbey 2010	2010	Unnamed	2	4	18	18	18	18	18	18	18	128	54	91
Downton Abbey 2010	2010	Unnamed	2	5	15	15	15	15	15	15	45	106	76	76
Downton Abbey 2010	2010	Unnamed	2	6	16	16	16	16	16	16	50	116	50	83
Downton Abbey 2010	2010	Unnamed	2	7	16	16	16	16	16	16	50	116	50	83
Downton Abbey 2010	2010	Unnamed	2	8	18	18	18	18	18	18	18	92	92	129
Downton Abbey 2010	2010	Unnamed	3	1	31	0	31	31	31	31	31	156	156	219
Downton Abbey 2010	2010	Unnamed	3	2	16	16	16	16	16	16	50	117	50	83
Downton Abbey 2010	2010	Unnamed	3	3	16	0	16	16	16	16	16	116	83	83
Downton Abbey 2010	2010	Unnamed	3	4	15	15	15	15	15	15	45	106	45	76
Downton Abbey 2010	2010	Unnamed	3	5	19	19	19	19	19	19	19	59	138	138
Downton Abbey 2010	2010	Unnamed	3	6	14	0	14	14	14	14	44	104	44	74
Downton Abbey 2010	2010	Unnamed	3	7	14	0	14	14	14	14	44	104	44	74
Downton Abbey 2010	2010	Unnamed	3	8	16	16	16	16	16	16	48	81	81	81
Downton Abbey 2010	2010	Unnamed	4	1	17	17	17	17	17	17	17	85	51	119
Downton Abbey 2010	2010	Unnamed	4	2	10	10	10	10	10	10	51	51	31	51
Downton Abbey 2010	2010	Unnamed	4	3	10	10	10	10	10	10	54	54	32	32
Downton Abbey 2010	2010	Unnamed	4	4	6	6	6	6	6	6	34	48	20	34
Downton Abbey 2010	2010	Unnamed	4	5	6	6	0	6	6	6	19	44	19	31
Downton Abbey 2010	2010	Unnamed	4	6	5	5	0	5	5	5	28	39	16	28
Downton Abbey 2010	2010	Unnamed	4	7	5	5	5	5	5	5	27	38	16	16
Downton Abbey 2010	2010	Unnamed	4	8	6	6	6	0	6	6	19	44	19	31
Downton Abbey 2010	2010	Unnamed	4	9	7	7	7	7	7	7	35	35	21	35
Downton Abbey 2010	2010	Christmas Special 2011	2	9	32	32	32	32	32	32	32	98	164	296
Downton Abbey 2010	2010	Christmas Special 2012	3	9	28	28	28	28	28	28	85	142	142	142
Drag Race_ Untucked_ 2010	2010	Gone with the Window	1	1	0	0	0	1	1	1	0	0	0	3
Drag Race_ Untucked_ 2010	2010	RuPocalypse Now_	3	1	0	0	0	0	0	2	0	0	0	2
Drugs_ Inc_ 2010	2010	Cocaine	1	1	0	0	0	0	0	5	3	7	1	3
Drugs_ Inc_ 2010	2010	Crack	2	1	0	0	0	0	1	1	3	1	0	0
Drugs_ Inc_ 2010	2010	Designer Drugs	2	7	0	0	1	0	1	1	2	1	0	1
Drugs_ Inc_ 2010	2010	Ecstasy	2	3	0	0	0	0	1	1	3	1	1	1
Drugs_ Inc_ 2010	2010	Hallucinogens	2	4	0	0	0	0	0	1	2	1	0	0
Drugs_ Inc_ 2010	2010	Hash	2	2	0	0	0	0	0	1	3	1	0	1
Drugs_ Inc_ 2010	2010	Hawaiian Ice	3	3	0	0	0	0	1	0	3	0	0	0
Drugs_ Inc_ 2010	2010	Heroin	1	3	0	0	0	0	0	8	0	5	0	0
Drugs_ Inc_ 2010	2010	High Stakes Vegas	3	1	0	0	0	0	0	0	2	2	0	0
Drugs_ Inc_ 2010	2010	Ketamine	2	5	0	0	0	0	2	3	3	3	0	0
Drugs_ Inc_ 2010	2010	Marijuana	1	4	0	0	0	0	0	2	5	2	0	4
Drugs_ Inc_ 2010	2010	Meth	1	2	0	0	0	0	0	4	4	5	0	2
Drugs_ Inc_ 2010	2010	Pill Nation	2	6	0	0	0	0	0	0	3	0	0	0
Dual Survival 2010	2010	Adrift	2	8	0	0	0	1	0	1	1	1	1	1
Dual Survival 2010	2010	After the Storm	1	9	0	0	0	1	1	1	0	1	0	3
Dual Survival 2010	2010	Belly of the Beast	3	8	0	0	0	0	0	0	0	0	0	4
Dual Survival 2010	2010	Bitten	2	4	0	0	0	1	1	1	0	1	1	2
Dual Survival 2010	2010	Bogged Down	1	10	0	0	0	0	0	0	0	0	2	6
Dual Survival 2010	2010	Buried Alive	2	2	0	0	0	0	0	0	0	0	0	2
Dual Survival 2010	2010	Desert Breakdown	1	4	1	0	0	0	1	0	2	0	1	3
Dual Survival 2010	2010	Eating Dust	2	9	1	0	0	1	0	0	1	1	1	2
Dual Survival 2010	2010	Failed Ascent	1	2	0	0	0	0	0	0	1	3	0	4
Dual Survival 2010	2010	Frozen Plains	2	5	1	0	0	0	0	2	0	2	0	2
Dual Survival 2010	2010	Hippo Island	2	10	0	0	0	0	2	0	2	1	0	2
Dual Survival 2010	2010	Into the Frying Pan	3	3	0	0	1	0	0	0	1	1	0	1
Dual Survival 2010	2010	Mars on Earth	3	1	0	0	1	1	1	0	1	1	0	1
Dual Survival 2010	2010	Meltdown	3	7	0	0	0	1	0	0	0	1	0	2
Dual Survival 2010	2010	On the Menu	3	2	0	0	0	1	0	1	1	1	0	1
Dual Survival 2010	2010	Out of Africa	2	6	1	0	0	0	0	1	0	4	0	2
Dual Survival 2010	2010	Out of Air	1	3	0	0	0	0	1	0	1	1	1	2
Dual Survival 2010	2010	Out of the Clouds	2	7	1	0	0	1	0	0	1	1	1	2
Dual Survival 2010	2010	Panic in the Jungle	1	5	1	0	0	0	0	0	1	1	2	4
Dual Survival 2010	2010	Road to Nowhere	2	12	0	0	0	0	1	0	1	1	0	3
Dual Survival 2010	2010	Shipwrecked	1	1	0	0	0	0	0	0	2	6	0	5
Dual Survival 2010	2010	Slash and Burn	2	1	1	0	0	0	0	1	1	1	1	3
Dual Survival 2010	2010	Soaked	1	8	0	0	0	0	2	0	1	2	0	2
Dual Survival 2010	2010	Split Up	1	7	0	0	0	0	0	0	0	0	0	4
Dual Survival 2010	2010	Stuck in the Muck	2	3	1	0	0	0	0	1	1	2	0	3
Dual Survival 2010	2010	Swamped	1	6	1	0	0	0	0	0	2	0	0	4
Dual Survival 2010	2010	The Green Hell	3	5	0	0	0	1	0	0	1	0	0	2
Dual Survival 2010	2010	Trouble in Paradise	3	4	0	0	0	0	0	0	2	0	0	2
Dual Survival 2010	2010	Twin Peaks	3	6	0	0	0	0	1	0	1	0	1	1
Dual Survival 2010	2010	Unbraided	3	0	1	0	0	0	1	1	1	1	0	3
Dual Survival 2010	2010	Up the River	2	11	0	0	0	0	0	0	2	0	0	0
Dudesons in America 2010	2010	Abusement Park	1	4	1	0	0	0	0	0	0	2	1	0
Dudesons in America 2010	2010	Cowboys _ Findians	1	2	0	0	0	0	1	0	1	1	0	1
Dudesons in America 2010	2010	Follow the Leader	1	1	0	0	0	1	1	1	1	1	0	1
Dudesons in America 2010	2010	Winter Games	1	8	0	0	0	0	0	0	2	2	0	0
Durarara__ 2010	2010	Ikkyo ichijitsu	1	2	0	0	1	0	1	0	1	0	1	2
Durarara__ 2010	2010	Keiei souchou	1	4	0	0	0	0	0	0	2	1	0	1
Durarara__ 2010	2010	World Peace	2	25	1	0	0	1	1	0	0	0	0	4
Durarara__ 2010	2010	Youtou kuniku	1	5	1	0	0	0	0	0	3	0	1	1
E Numbers_ An Edible Adventure 2010	2010	Colours	1	1	0	0	0	0	0	0	2	0	1	1
E Numbers_ An Edible Adventure 2010	2010	Preservatives	1	2	0	0	0	0	1	1	0	1	0	1
Eagleheart 2010	2010	A Mug of Chili and a Bowl of Death	1	12	0	0	0	0	0	1	1	5	1	13
Eagleheart 2010	2010	America	3	5	0	0	0	0	0	0	0	0	1	7
Eagleheart 2010	2010	Beat Shack	2	7	1	0	0	0	0	1	0	3	1	15
Eagleheart 2010	2010	Blues	2	4	0	0	0	0	1	0	1	6	1	17
Eagleheart 2010	2010	Bowsley	3	3	0	0	0	0	0	0	0	2	0	12
Eagleheart 2010	2010	Bringing Down Bunju	2	11	1	0	0	0	0	0	1	3	3	14
Eagleheart 2010	2010	Bringing Up Beezor	2	2	0	0	0	0	0	1	1	1	1	18
Eagleheart 2010	2010	Chris_ Susie_ Brett and Malice	1	7	1	0	0	0	0	1	1	4	4	18
Eagleheart 2010	2010	Creeps	1	2	2	0	0	0	2	2	2	6	6	25
Eagleheart 2010	2010	Danger_ Mountain Lions	1	11	0	0	0	0	0	2	0	4	2	9
Eagleheart 2010	2010	Death Punch	1	5	2	0	0	0	2	2	2	2	11	24
Eagleheart 2010	2010	Double Your Displeasure	1	6	0	0	0	0	1	0	1	7	1	12
Eagleheart 2010	2010	Exit Wound the Gift Shop	2	9	1	0	0	0	0	0	1	4	4	12
Eagleheart 2010	2010	Gabey_ Calvin_ and Stu	2	1	0	0	0	0	0	1	3	3	1	12
Eagleheart 2010	2010	Get Worse Soon	1	1	0	2	2	0	2	6	2	10	2	14
Eagleheart 2010	2010	Grandy	3	4	0	0	0	0	0	0	0	1	0	10
Eagleheart 2010	2010	Honor Thy Marshal	2	8	0	0	0	0	0	2	0	2	2	10
Eagleheart 2010	2010	Joe	3	6	0	0	0	0	0	0	0	0	2	8
Eagleheart 2010	2010	Little Dude	2	5	1	0	0	0	0	0	1	1	3	16
Eagleheart 2010	2010	Master of da_ Skies	1	3	0	0	0	0	1	0	4	7	1	16
Eagleheart 2010	2010	Me Llamo Justice	1	4	0	0	0	0	0	1	4	4	4	13
Eagleheart 2010	2010	Moss	3	1	0	0	0	0	0	0	0	4	0	12
Eagleheart 2010	2010	Old Gary	2	12	0	0	0	0	0	0	0	2	0	12
Eagleheart 2010	2010	Once in a Wattle	1	10	0	0	0	0	0	2	0	4	0	9
Eagleheart 2010	2010	Quint	3	7	0	0	0	0	0	0	1	2	2	3
Eagleheart 2010	2010	Silly Sammy	2	3	1	0	0	0	0	0	1	4	4	15
Eagleheart 2010	2010	Spats	3	8	0	0	0	0	0	0	0	5	2	5
Eagleheart 2010	2010	Susie_s Song	1	8	0	0	0	1	0	0	1	8	1	10
Eagleheart 2010	2010	The Human Bat	1	9	0	0	0	1	0	0	1	7	1	9
Eagleheart 2010	2010	Tinselwood	2	6	0	0	0	0	0	0	1	3	3	16
Eagleheart 2010	2010	Tramps	2	10	0	0	0	0	0	0	2	2	4	9
Eagleheart 2010	2010	Whitley	3	2	0	0	0	0	0	0	0	2	0	11
Ebert Presents_ At the Movies 2010	2010	Unnamed	1	1	0	0	0	1	0	0	1	1	1	0
El Dorado 2010	2010	City of Gold	1	2	2	2	2	13	13	8	8	2	2	8
El Dorado 2010	2010	Temple of the Sun	1	1	4	4	4	12	20	12	4	4	4	12
El clon 2010	2010	Encuentro divino	1	1	1	0	0	0	1	0	0	1	0	3
Elvira_s Movie Macabre 2010	2010	Eegah	1	8	0	2	0	0	0	0	0	0	0	0
Elvira_s Movie Macabre 2010	2010	I Eat Your Skin	1	11	1	1	0	0	0	0	4	0	2	0
Elvira_s Movie Macabre 2010	2010	Manos_ The Hands of Fate	1	18	1	0	0	0	0	0	1	1	0	1
Elvira_s Movie Macabre 2010	2010	Night of the Living Dead	1	1	0	1	0	1	1	2	1	0	1	1
Elvira_s Movie Macabre 2010	2010	Santa Claus Conquers the Martians	1	10	0	1	0	0	0	0	1	1	0	0
Elvira_s Movie Macabre 2010	2010	Scared to Death	1	6	0	0	2	0	0	0	0	0	2	0
Elvira_s Movie Macabre 2010	2010	The Manster	1	16	0	0	1	0	0	0	1	1	0	0
Elvira_s Movie Macabre 2010	2010	The Satanic Rites of Dracula	1	5	0	0	0	3	0	0	0	0	2	0
Elvira_s Movie Macabre 2010	2010	Untamed Women	1	13	0	0	1	0	1	1	0	1	1	0
Epic Rap Battles of History 2010	2010	Abe Lincoln vs_ Chuck Norris	1	3	1	0	1	0	1	1	3	6	6	6
Epic Rap Battles of History 2010	2010	Adam vs Eve	2	13	1	3	0	1	3	5	3	1	1	5
Epic Rap Battles of History 2010	2010	Albert Einstein vs_ Stephen Hawking	1	7	1	0	0	0	0	1	6	4	4	12
Epic Rap Battles of History 2010	2010	Babe Ruth vs_ Lance Armstrong	2	16	0	0	0	0	3	2	3	0	0	3
Epic Rap Battles of History 2010	2010	Barack Obama vs Mitt Romney	2	8	0	0	0	0	1	3	1	1	3	11
Epic Rap Battles of History 2010	2010	Batman vs_ Sherlock Holmes	2	11	0	0	0	0	2	5	2	0	3	2
Epic Rap Battles of History 2010	2010	Billy Mays vs_ Ben Franklin	1	10	0	0	0	1	3	3	3	3	3	5
Epic Rap Battles of History 2010	2010	Blackbeard vs Al Capone	3	2	0	0	0	0	1	0	0	3	1	1
Epic Rap Battles of History 2010	2010	Bob Ross vs Pablo Picasso	3	4	1	0	0	0	1	0	0	1	3	1
Epic Rap Battles of History 2010	2010	Bruce Lee vs_ Clint Eastwood	2	10	0	0	0	0	0	0	4	0	3	6
Epic Rap Battles of History 2010	2010	Christopher Columbus vs_ Captain Kirk	1	14	1	0	0	0	3	1	5	1	3	7
Epic Rap Battles of History 2010	2010	Cleopatra vs Marilyn Monroe	2	5	1	0	1	3	0	6	1	6	0	6
Epic Rap Battles of History 2010	2010	Darth Vader vs_ Adolf Hitler	1	2	2	0	0	2	0	2	2	10	6	14
Epic Rap Battles of History 2010	2010	Doc Brown vs Doctor Who	2	9	0	0	0	1	1	1	1	5	1	10
Epic Rap Battles of History 2010	2010	Dr_ Seuss vs_ Shakespeare	1	12	1	0	1	0	1	3	3	3	1	8
Epic Rap Battles of History 2010	2010	Frank Sinatra vs_ Freddie Mercury	2	7	1	0	1	1	1	0	4	4	4	6
Epic Rap Battles of History 2010	2010	Gandhi vs Martin Luther King Jr_	2	14	2	0	0	0	0	0	0	0	5	5
Epic Rap Battles of History 2010	2010	Gandolf vs_ Dumbledore	1	11	0	0	0	0	1	6	3	6	3	1
Epic Rap Battles of History 2010	2010	Genghis Khan vs_ The Easter Bunny	1	8	0	0	1	3	1	5	5	3	1	3
Epic Rap Battles of History 2010	2010	Hitler vs Vader 3	3	1	0	0	0	0	1	0	1	1	1	1
Epic Rap Battles of History 2010	2010	Hitler vs_ Vader 2	2	1	1	0	0	0	0	3	1	5	5	7
Epic Rap Battles of History 2010	2010	Hulk Hogan and Macho Man vs_ Kim Jong_il	1	5	0	0	0	3	3	6	3	1	1	3
Epic Rap Battles of History 2010	2010	John Lennon vs_ Bill O_Reilly	1	1	1	0	1	1	1	4	7	4	1	7
Epic Rap Battles of History 2010	2010	Justin Bieber vs_ Beethoven	1	6	1	0	0	0	0	1	6	6	4	9
Epic Rap Battles of History 2010	2010	Mario Bros_ vs_ the Wright Brothers	2	3	1	0	0	1	1	1	1	4	4	10
Epic Rap Battles of History 2010	2010	Master Chief vs_ Leonidas	2	2	1	0	0	1	1	1	7	7	0	7
Epic Rap Battles of History 2010	2010	Michael Jackson vs_ Elvis Presley	2	4	1	0	0	0	1	4	4	1	4	9
Epic Rap Battles of History 2010	2010	Michael Jordan vs Muhammad Ali	3	5	0	0	0	0	0	0	0	2	0	0
Epic Rap Battles of History 2010	2010	Miley Cyrus vs Joan of Arc	3	3	0	0	0	1	1	1	1	0	0	1
Epic Rap Battles of History 2010	2010	Moses vs_ Santa Claus	2	12	0	0	0	2	0	2	2	3	2	3
Epic Rap Battles of History 2010	2010	Mozart vs_ Skrillex	2	17	0	2	0	0	0	0	4	4	0	5
Epic Rap Battles of History 2010	2010	Mr_ T vs_ Mister Rogers	1	13	1	0	0	0	1	1	4	1	6	9
Epic Rap Battles of History 2010	2010	Napoleon vs_ Napoleon	1	9	1	0	0	0	1	1	4	7	4	7
Epic Rap Battles of History 2010	2010	Nice Peter vs_ Epic Lloyd	1	15	1	0	0	0	0	1	3	6	6	6
Epic Rap Battles of History 2010	2010	Nikola Tesla vs_ Thomas Edison	2	15	2	0	0	0	0	2	2	4	0	4
Epic Rap Battles of History 2010	2010	Rasputin vs_ Stalin	2	18	0	0	0	0	0	0	0	0	5	6
Epic Rap Battles of History 2010	2010	Sarah Palin vs_ Lady Gaga	1	4	1	0	0	4	4	6	4	1	0	4
Epic Rap Battles of History 2010	2010	Steve Jobs vs Bill Gates	2	6	2	0	0	2	0	0	2	2	2	30
Exile 2010	2010	The Family You Choose_ Issue 3	2	3	1	0	0	0	0	0	0	0	1	4
FCU_ Fact Checkers Unit 2010	2010	Blonde on Blonde	1	7	0	0	0	0	0	0	1	0	0	5
FCU_ Fact Checkers Unit 2010	2010	Excessive Gass	2	3	0	0	0	0	0	0	0	0	0	12
FCU_ Fact Checkers Unit 2010	2010	Fact Master	1	8	0	0	0	0	0	0	0	1	0	5
FCU_ Fact Checkers Unit 2010	2010	Fear of Flying	1	2	0	1	0	0	0	0	0	0	0	5
FCU_ Fact Checkers Unit 2010	2010	Fly Like a Buttress	2	4	0	0	0	0	0	0	0	0	0	12
FCU_ Fact Checkers Unit 2010	2010	Gilfanator	1	4	1	0	0	0	0	0	1	0	0	5
FCU_ Fact Checkers Unit 2010	2010	Moby_s Grammy	2	1	0	0	0	0	0	0	0	0	0	12
FCU_ Fact Checkers Unit 2010	2010	Paranormal Factivity	1	1	0	0	0	0	0	1	1	0	0	5
FCU_ Fact Checkers Unit 2010	2010	Party in My Mouth	2	5	0	0	0	0	0	0	0	0	0	13
FCU_ Fact Checkers Unit 2010	2010	SPF 125	1	3	0	0	0	0	0	0	1	0	0	5
FCU_ Fact Checkers Unit 2010	2010	The Rider	1	6	0	0	0	0	0	0	1	0	0	5
FCU_ Fact Checkers Unit 2010	2010	Turn Up the Heater with Jon Heder	1	5	0	0	0	0	0	1	0	0	0	5
Facejacker 2010	2010	Unnamed	1	1	0	0	0	0	0	0	0	2	2	0
Fact or Faked_ Paranormal Files 2010	2010	Area 51_Cajun Apparition	2	8	0	0	0	0	1	1	1	0	1	1
Fact or Faked_ Paranormal Files 2010	2010	Blazing Horizon_Rollover	1	5	3	0	0	0	2	4	0	0	0	0
Fact or Faked_ Paranormal Files 2010	2010	Burning Rubber_Hyperjump	1	1	2	0	0	2	2	3	3	2	0	0
Fact or Faked_ Paranormal Files 2010	2010	Dashcam Chupacabra_Nightly News Alien	2	5	1	0	1	0	1	1	1	0	1	0
Fact or Faked_ Paranormal Files 2010	2010	Haunted Mansion Mist_Starlight Intruder	1	7	0	0	0	0	2	0	0	0	0	0
Fact or Faked_ Paranormal Files 2010	2010	Mystery Mermaid_Ghostly Guardian	1	10	0	0	0	0	0	2	0	0	0	0
Fact or Faked_ Paranormal Files 2010	2010	Off the Deep End_Houseguest	1	3	1	1	1	1	1	1	1	0	0	0
Fact or Faked_ Paranormal Files 2010	2010	Predator_Red Sky at Night	1	4	2	0	0	2	3	0	0	0	0	2
Fact or Faked_ Paranormal Files 2010	2010	Sasquatch Sprint_Alien Attacker	1	9	0	0	0	0	2	2	0	0	0	0
Fact or Faked_ Paranormal Files 2010	2010	Symphonic Spirits_Hovering Humanoid	1	8	0	0	0	0	0	2	0	0	0	0
Fact or Faked_ Paranormal Files 2010	2010	The Caretaker_Cutter	1	6	1	0	1	1	1	1	1	0	0	0
Fact or Faked_ Paranormal Files 2010	2010	Unwanted Visitors_Strange Sightings	1	2	2	0	0	0	2	3	0	0	0	0
Feuten 2010	2010	Billen bloot	1	3	0	0	0	0	0	0	0	4	0	0
Feuten 2010	2010	Gepokt en gemazeld	1	2	1	0	0	0	1	0	0	3	1	1
Feuten 2010	2010	Het ongeluk	1	5	1	0	0	0	0	0	1	1	1	1
Feuten 2010	2010	Welkom stelletje kutfeuten	1	1	0	0	0	0	1	0	0	2	2	1
First Ascent 2010	2010	Alone on the Wall	1	1	0	0	0	2	0	0	0	1	3	2
First Life 2010	2010	Arrival	1	1	1	0	0	0	1	0	4	8	8	8
First Life 2010	2010	Conquest	1	2	1	0	0	0	0	1	3	3	6	9
Fish Hooks 2010	2010	Bea Stays in the Picture	1	1	1	0	0	0	1	1	1	0	1	1
Fish Hooks 2010	2010	Principal Bea	2	29	7	0	0	0	0	0	0	0	0	5
Five Daughters 2010	2010	Unnamed	1	1	0	0	0	0	0	1	1	3	1	1
Five Daughters 2010	2010	Unnamed	1	2	0	0	0	0	0	0	2	3	0	0
Five Daughters 2010	2010	Unnamed	1	3	0	0	0	0	0	0	0	5	0	0
Food Revolution 2010	2010	Unnamed	1	1	1	0	0	3	0	0	3	3	3	8
Food Revolution 2010	2010	Unnamed	1	2	1	0	0	1	0	0	3	3	1	9
Food Revolution 2010	2010	Unnamed	1	3	2	0	0	2	0	0	2	3	0	7
Food Revolution 2010	2010	Unnamed	1	4	1	0	0	0	0	0	3	3	0	3
Food Revolution 2010	2010	Unnamed	1	5	2	0	0	0	0	0	3	3	0	4
Food Revolution 2010	2010	Unnamed	1	6	2	2	0	0	2	4	2	0	0	5
Food Revolution 2010	2010	A New Start_ a New Chance	2	6	1	0	2	0	1	2	0	0	0	2
Food Revolution 2010	2010	Feed Them Healthy Food with 77 Cents	2	5	1	0	1	0	0	2	1	1	0	1
Food Revolution 2010	2010	I Think I Found a Loop Hole	2	2	3	0	0	0	0	0	3	0	0	3
Food Revolution 2010	2010	Is It Me or Have We Just Been Pushed Into a Corner_	2	3	1	0	1	0	0	2	1	1	1	1
Food Revolution 2010	2010	Maybe L_A_ Was a Big Mistake	2	1	2	0	0	0	0	0	6	2	2	2
Food Revolution 2010	2010	We_re Going to Go Guerilla	2	4	1	0	1	1	0	1	1	1	0	1
Food Tech 2010	2010	Breakfast	1	6	1	0	0	2	1	1	0	1	0	1
Food Tech 2010	2010	Buffet	1	8	0	0	0	0	1	1	1	0	1	1
Food Tech 2010	2010	Cheeseburger and Fries	1	1	1	0	0	1	0	1	1	1	1	1
Food Tech 2010	2010	Chinese Take_Out	1	2	0	0	0	1	1	0	1	1	1	1
Food Tech 2010	2010	Hotdogs _ Beer	1	10	0	0	0	0	0	0	0	0	0	2
Food Tech 2010	2010	Lunch Box	1	3	0	0	0	1	1	0	0	1	1	0
Food Tech 2010	2010	Mexican	1	4	0	0	0	2	1	1	0	1	0	1
Food Tech 2010	2010	Pizza	1	9	0	0	0	1	0	2	2	2	0	2
Food Tech 2010	2010	Southern Fried	1	5	0	0	0	2	0	0	0	2	0	0
Frankie Boyle_s Tramadol Nights 2010	2010	Unnamed	1	1	0	0	0	0	0	2	0	0	0	0
Frankie Boyle_s Tramadol Nights 2010	2010	Unnamed	1	2	0	0	0	0	0	2	0	2	0	0
Frankie Boyle_s Tramadol Nights 2010	2010	Unnamed	1	3	0	0	0	0	0	1	1	1	1	1
Frankie Boyle_s Tramadol Nights 2010	2010	Unnamed	1	4	0	0	0	0	0	1	0	1	1	1
Freak Encounters 2010	2010	Ahool	1	1	1	0	1	0	0	1	1	1	0	1
Freak Encounters 2010	2010	Mothman	1	4	0	1	1	0	1	0	1	0	0	1
Freak Encounters 2010	2010	Werewolf	1	2	1	0	0	1	1	1	1	0	0	1
Freak Encounters 2010	2010	Wild Man	1	3	1	1	0	1	1	1	0	0	0	1
Funny or Die Presents___ 2010	2010	Unnamed	1	1	5	1	1	1	5	5	5	5	1	1
Funny or Die Presents___ 2010	2010	Unnamed	1	10	0	0	2	2	0	2	2	0	2	2
Funny or Die Presents___ 2010	2010	Unnamed	1	11	0	0	2	2	0	2	3	0	0	2
Funny or Die Presents___ 2010	2010	Unnamed	1	12	0	0	1	1	0	1	1	1	1	1
Funny or Die Presents___ 2010	2010	Unnamed	1	2	0	2	3	2	2	5	2	0	0	0
Funny or Die Presents___ 2010	2010	Unnamed	1	3	0	0	3	0	0	7	0	0	0	0
Funny or Die Presents___ 2010	2010	Unnamed	1	4	1	1	3	1	3	3	1	1	3	6
Funny or Die Presents___ 2010	2010	Unnamed	1	5	0	0	2	0	0	4	4	2	0	2
Funny or Die Presents___ 2010	2010	Unnamed	1	6	0	4	2	0	4	4	0	0	0	0
Funny or Die Presents___ 2010	2010	Unnamed	1	7	0	0	2	0	0	7	2	0	0	0
Funny or Die Presents___ 2010	2010	Unnamed	1	8	0	0	0	2	0	0	6	0	0	0
Funny or Die Presents___ 2010	2010	Unnamed	2	1	1	0	1	1	1	2	1	0	0	1
Funny or Die Presents___ 2010	2010	Unnamed	2	10	1	2	0	0	0	4	0	0	0	1
Funny or Die Presents___ 2010	2010	Unnamed	2	2	1	0	1	1	0	1	1	0	0	0
Funny or Die Presents___ 2010	2010	Unnamed	2	3	0	0	1	1	0	1	1	1	1	1
Funny or Die Presents___ 2010	2010	Unnamed	2	4	1	1	0	1	0	1	1	1	0	1
Funny or Die Presents___ 2010	2010	Unnamed	2	5	0	1	0	1	0	1	1	0	0	0
Funny or Die Presents___ 2010	2010	Unnamed	2	6	0	0	1	1	0	1	0	0	0	3
Funny or Die Presents___ 2010	2010	Unnamed	2	8	1	0	1	1	1	1	1	0	0	1
Funny or Die Presents___ 2010	2010	Unnamed	2	9	0	0	0	0	0	0	0	0	6	6
Funny or Die Presents___ 2010	2010	The Carpet Brothers	1	9	0	3	3	1	1	3	3	3	0	3
Futurestates 2010	2010	Advantageous	3	1	2	2	0	2	0	2	2	12	7	27
Futurestates 2010	2010	Asparagus	2	3	1	0	0	1	0	0	0	0	2	2
Futurestates 2010	2010	Beholder	2	1	0	0	0	1	0	1	1	1	6	11
Futurestates 2010	2010	Digital Antiquities	2	5	2	0	0	0	0	0	0	2	2	1
